,address,checkins,city,country,created,icon,latitude,longitude,pid,title,type,updated,data_time
2548,3-й Крутицкий пер. 11,80,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.731166,37.666324,2549,Torro Grill,3,1488999619.0,2010-08-02 13:41:18
2549,Мичуринский просп. 36,16,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.6976,37.497077,2550,Goldman,3,1484822147.0,2010-08-02 13:41:18
2551,Долгоруковская 40,9,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.778583,37.602153,2552,Кружка,3,1449253767.0,2010-08-02 13:41:18
2552,Новинский б-р 8,1114,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.751373,37.58418,2553,Kalina Bar,3,1489132989.0,2010-08-02 13:41:18
2553,Тверская 12К2,28,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.763781,37.607457,2554,Pizza dal Capo,3,1440166049.0,2010-08-02 13:41:18
2556,Неглинная 8К10,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.7613,37.620802,2557,Елки-палки,3,,2010-08-02 13:41:18
2570,Сретенка 4К1,5,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.767068,37.631888,2571,La Casa,3,1386144068.0,2010-08-02 13:41:18
2572,Бибиревская 10К2,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.881439,37.602517,2573,Микатори,3,1380014781.0,2010-08-02 13:41:18
2573,Ленинский просп. 158,19,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.651495,37.482493,2574,Вояж,3,1466703015.0,2010-08-02 13:41:18
2574,наб. Тараса Шевченко ,27,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.74824,37.551515,2575,Isola Pinocchio,3,1480099179.0,2010-08-02 13:41:18
2575,Народного Ополчения 46К1,52,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.793014,37.493596,2576,Il Patio,3,1488475808.0,2010-08-02 13:41:18
2576,Таганская 1,63,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.741414,37.657305,2577,Il Patio,3,1488989388.0,2010-08-02 13:41:18
2577,Товарищеский пер. 1К1,10,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.741338,37.65779,2578,Шеш-Беш,3,1475101463.0,2010-08-02 13:41:18
2579,Грузинский Вал 28К45,20,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.774517,37.58178,2580,Il Patio,3,1488601713.0,2010-08-02 13:41:18
2580,Каретный Ряд К3,53,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.770811,37.609349,2581,Чайхона №1,3,1487941652.0,2010-08-02 13:41:18
2581,Олимпийский просп. 18К1,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.784977,37.624494,2582,Оливия,3,1339151686.0,2010-08-02 13:41:18
2584,Лубянский пр. 25К2,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.754598,37.634861,2585,Просто,3,1397582470.0,2010-08-02 13:41:18
2585,Люблинская 165К3,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.649271,37.746256,2586,Постоянное место жительства,3,1385845058.0,2010-08-02 13:41:18
2586,Балаклавский просп. 7,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.640772,37.603239,2587,Ярд,3,1335004289.0,2010-08-02 13:41:18
2587,Садовая-Кудринская 8К1,13,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.761102,37.586616,2588,Москва купеческая,3,1442674407.0,2010-08-02 13:41:18
2588,Пятницкая 27,53,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.741318,37.628882,2589,Грабли,3,1481112371.0,2010-08-02 13:41:18
2589,Островитянова 35а,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.633389,37.527328,2590,Шен Ан,3,1446150504.0,2010-08-02 13:41:18
2590,Мастеркова 2,9,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.708536,37.6566,2591,Пасадена,3,1373537381.0,2010-08-02 13:41:18
2591,Лубянский пр. 27,63,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.754177,37.636042,2592,Экспромт,3,1480841345.0,2010-08-02 13:41:18
2592,Земляной Вал 65К1,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.747961,37.65664,2593,Чайный клуб,3,1419073293.0,2010-08-02 13:41:18
2594,Народная 22,14,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.736716,37.64904,2595,Чито-Грито,3,1466868835.0,2010-08-02 13:41:18
2603,Балаклавский просп. 5а,5,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.640528,37.608221,2604,Pasta Project,3,1408829089.0,2010-08-02 13:41:18
2608,Каретный Ряд 3,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.771955,37.609982,2609,Кофейня 111,3,1347117896.0,2010-08-02 13:41:18
2611,Удальцова 42,7,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.683747,37.491095,2612,Магнит,3,1410511153.0,2010-08-02 13:41:18
2613,Симоновский вал 15,29,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.721934,37.664473,2614,Тануки,3,1487698076.0,2010-08-02 13:41:18
2622,Фролов пер. 2,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.765124,37.635458,2623,Apropos,3,1331908564.0,2010-08-02 13:41:18
2623,Плещеева 11в,6,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.888902,37.612973,2624,Каролина,3,1457341843.0,2010-08-02 13:41:18
2624,Нагатинская 1,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.687452,37.628047,2625,Массето,3,1340961553.0,2010-08-02 13:41:18
2625,Головинское ш. 8,4,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.839021,37.490865,2626,Мастер и Фагот,3,1350222492.0,2010-08-02 13:41:18
2627,Триумфальная пл. 1,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.769535,37.594108,2628,Матрешка,3,1292757572.0,2010-08-02 13:41:18
2629,Щипок 2,8,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.72635,37.628469,2630,Монплезир,3,1381068389.0,2010-08-02 13:41:18
2630,просп. Мира 186К1,14,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.829052,37.650855,2631,Золотая лестница,3,1468866122.0,2010-08-02 13:41:18
2631,Никитский б-р 12К3,4,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.755849,37.600801,2632,Конфаэль,3,1418660655.0,2010-08-02 13:41:18
2632,Таганская пл. 10К2,62,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.740421,37.65417,2633,Монтероссо,3,1488927679.0,2010-08-02 13:41:18
2633,Перерва 52,64,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.656316,37.74468,2634,Якитория,3,1482078258.0,2010-08-02 13:41:18
2634,просп. Вернадского 86,22,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.66211,37.476375,2635,Южное небо,3,1451598686.0,2010-08-02 13:41:18
2635,Сельскохозяйственная 26,39,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.836757,37.641027,2636,Шабада,3,1487111330.0,2010-08-02 13:41:18
2636,Оружейный пер. 15а,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.77197,37.600037,2637,Pepo,3,,2010-08-02 13:41:18
2637,Электрозаводская 21К41,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.788014,37.699885,2638,ЛаньЧ,3,1337569571.0,2010-08-02 13:41:18
2638,Беловежская 1К2,11,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.714952,37.400908,2639,Балкан,3,1468666612.0,2010-08-02 13:41:18
2639,М.Калужская 15К4,44,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.71803,37.599346,2640,Биосфера,3,1476532750.0,2010-08-02 13:41:18
2640,Кржижановского 20К30,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.678996,37.572464,2641,Гуру,3,1336572930.0,2010-08-02 13:41:18
2641,Братиславская 18К1,6,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.657316,37.759794,2642,Деловая колбаса,3,1394222164.0,2010-08-02 13:41:18
2643,Тверская 26,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.768752,37.599877,2644,Русский погребок,3,1347022505.0,2010-08-02 13:41:18
2644,Самотечная 13,53,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.777246,37.617443,2645,Итальянец,3,1488906148.0,2010-08-02 13:41:18
2645,Б.Никольская 25,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.753559,37.609218,2646,Loft,3,1414875016.0,2010-08-02 13:41:18
2646,Каширское ш. 61К2,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.621795,37.713212,2647,Ростик`с,3,1399037049.0,2010-08-02 13:41:18
2647,Воронцовская 6,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.739367,37.655522,2648,Черная кошка,3,1421955793.0,2010-08-02 13:41:18
2648,Воронцовская 6,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.739367,37.655422,2649,Чайхана «Учкудук»,3,1459181250.0,2010-08-02 13:41:18
2651,Камергерский пер. 5К6,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.760519,37.614491,2652,Тибет,3,1313582655.0,2010-08-02 13:41:18
2652,Смоленская пл. 3,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.747363,37.581496,2653,Томбо,3,,2010-08-02 13:41:18
2653,Романов пер. 4,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.754679,37.609008,2654,Tesoro,3,1285091688.0,2010-08-02 13:41:18
2654,Б.Коптевский пр. 3К2,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.809368,37.533652,2655,Рабат,3,1332730943.0,2010-08-02 13:41:18
2655,Дмитровское ш. 116д,15,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.903206,37.545249,2656,McDonald`s,3,1479237186.0,2010-08-02 13:41:18
2657,Академика Хохлова 3,12,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.701435,37.530373,2658,Cafemax,3,1468567405.0,2010-08-02 13:41:18
2658,Золоторожский вал 38,10,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.748088,37.68129,2659,Рогожский дворик,3,1479898130.0,2010-08-02 13:41:18
2659,Марксистская 20К1,66,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.738454,37.659694,2660,Пятый океан,3,1486848689.0,2010-08-02 13:41:18
2660,Арбат 4,9,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.751781,37.599324,2661,3/9 Царство,3,1420826123.0,2010-08-02 13:41:18
2661,Угличская 13,43,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.902803,37.566818,2662,Терраса,3,1488708546.0,2010-08-02 13:41:18
2662,Усиевича 22К2,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.808488,37.519598,2663,Суши-мания,3,1348867109.0,2010-08-02 13:41:18
2663,Ленинский просп. 146,12,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.657527,37.497726,2664,Тимур,3,1413394516.0,2010-08-02 13:41:18
2666,Крымский вал 9К2,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.731962,37.602809,2667,Сорренто,3,1353680627.0,2010-08-02 13:41:18
2667,На автомобиле: 18-й км Осташковского ш. ,19,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.629521,37.803133,2668,Малибу,3,1469293557.0,2010-08-02 13:41:18
2668,Петровка 11К20,4,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.763007,37.617209,2669,Поло-клуб,3,1340600339.0,2010-08-02 13:41:18
2670,Вельяминовская 9,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.784268,37.721525,2671,Попурри,3,1368337872.0,2010-08-02 13:41:18
2675,Ключевая 10К1,5,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.636468,37.758877,2676,Ассэко,3,1424540874.0,2010-08-02 13:41:18
2676,1-я Тверская-Ямская 19,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.774011,37.588023,2677,Ломоносов,3,1351851956.0,2010-08-02 13:41:18
2677,Новослободская 4,93,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.780081,37.601618,2678,Дружба,3,1487337116.0,2010-08-02 13:41:18
2678,Сиреневый б-р 11К2,4,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.803013,37.778541,2679,Пикадор,3,1421156999.0,2010-08-02 13:41:18
2679,Протопоповский пер. 9,7,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.780598,37.638081,2680,Чай,3,1460824085.0,2010-08-02 13:41:18
2685,Ленинский просп. 28,6,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.713463,37.588442,2686,Кальвадос,3,1447619310.0,2010-08-02 13:41:18
2686,1-ая Тверская-Ямская 2К1,21,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.770147,37.596898,2687,Планета суши,3,1422786547.0,2010-08-02 13:41:18
2688,21-й км МКАД ,17,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.61119,37.769945,2689,Дольче Моменто,3,1460623140.0,2010-08-02 13:41:18
2689,Грузинский Вал 26К1,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.774117,37.582094,2690,Персона. Стиль жизни,3,1368371861.0,2010-08-02 13:41:18
2691,Гостиничный пр. 6К2,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.844581,37.576645,2692,Улыбка Востока,3,1476078692.0,2010-08-02 13:41:18
2692,Б. 54 К1,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.74735,37.645532,2693,Крейзи Милк,3,1390210853.0,2010-08-02 13:41:18
2693,Золоторожский вал 40К21,5,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.74785,37.681007,2694,Литрбол,3,1471526130.0,2010-08-02 13:41:18
2694,Каширское ш. 122,6,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.605927,37.718175,2695,Мой дворик,3,1437075648.0,2010-08-02 13:41:18
2696,Миклухо-Маклая 11а,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.653563,37.502256,2697,Барон Мюнхгаузен,3,1354775199.0,2010-08-02 13:41:18
2697,Цветной б-р 11К2,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.770092,37.62082,2698,Джуманджи,3,1369601346.0,2010-08-02 13:41:18
2699,Народного Ополчения 22К1,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.779342,37.480094,2700,Натали,3,1429540845.0,2010-08-02 13:41:18
2701,Оружейный пер. 27,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.773115,37.602162,2702,Класспул,3,,2010-08-02 13:41:18
2703,Н.Арбат 22,16,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.753068,37.588975,2704,Пекинская утка,3,1418031963.0,2010-08-02 13:41:18
2714,Кутузовский просп. 41,4,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.738546,37.530696,2715,Аргумент,3,1366521335.0,2010-08-02 13:41:18
2717,Лесная 59К1,23,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.782025,37.593489,2718,Арт-кафе театра «Буфф»,3,1470985497.0,2010-08-02 13:41:18
2720,ская 336,10,72,1,1280742078,https://vk.com/images/places/restaraunt.png,55.676783,37.762449,2721,Кафе-клуб,3,1459967609.0,2010-08-02 13:41:18
2721,Доброслободская 2К38,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.769274,37.669578,2722,Мажор,3,1368483149.0,2010-08-02 13:41:18
2722,Петровка 30К7,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.768127,37.614442,2723,Тундра-бар,3,1456765185.0,2010-08-02 13:41:18
2723,Маросейка 4К2,63,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.757374,37.633774,2724,Волконский,3,1488266257.0,2010-08-02 13:41:18
2726,Спартаковская 16,4,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.772102,37.676448,2727,Steeple Chase,3,1346417497.0,2010-08-02 13:41:18
2735,Ленинский просп. 4,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.728307,37.609457,2736,Эврика,3,1348135339.0,2010-08-02 13:41:18
2739,Садовая-Черногрязская 10К25,28,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.766618,37.652001,2740,Траттория,3,1448717761.0,2010-08-02 13:41:18
2740,Усиевича 22К2,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.808488,37.519498,2741,Funny Pizza,3,1325186128.0,2010-08-02 13:41:18
2741,Люблинская 165К1,15,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.650074,37.745974,2742,Маленькая Япония,3,1479510492.0,2010-08-02 13:41:18
2746,Михалковская 4,76,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.837414,37.538116,2747,Чайхона №1,3,1485592619.0,2010-08-02 13:41:18
2748,Дубнинская 32,7,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.883368,37.55849,2749,Кронт,3,1482715264.0,2010-08-02 13:41:18
2750,Часовая 13,4,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.80824,37.527962,2751,Зефир,3,1453980205.0,2010-08-02 13:41:18
2751,Театральный пр. 1К4,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.758417,37.621516,2752,Боярский,3,1482253792.0,2010-08-02 13:41:18
2753,пл. Тверской Заставы 7,11,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.776831,37.58128,2754,Subway,3,1479052171.0,2010-08-02 13:41:18
2754,Ленинградский просп. 1,8,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.777699,37.580591,2755,Subway,3,1403167543.0,2010-08-02 13:41:18
2755,Софийская наб. 34,8,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.748088,37.622204,2756,Voice,3,1392823230.0,2010-08-02 13:41:18
2756,Мичуринский просп. 3К1,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.697874,37.494886,2757,Subway,3,1343160917.0,2010-08-02 13:41:18
2757,Николоямская 29К1,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.747373,37.6566,2758,Березка,3,1404651009.0,2010-08-02 13:41:18
2760,Манежная пл. 1К2,4,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.755822,37.614684,2761,Альбион,3,1355300315.0,2010-08-02 13:41:18
2761,Шаболовка 2К1,18,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.726756,37.611401,2762,Ереван,3,1486422842.0,2010-08-02 13:41:18
2762,Мартеновская 22К1,5,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.751589,37.802023,2763,Дядя Коля,3,1399218902.0,2010-08-02 13:41:18
2763,М.Палашевский пер. 7,62,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.765549,37.602238,2764,Scandinavia,3,1488963996.0,2010-08-02 13:41:18
2764,Столешников пер. 6К1,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.76212,37.612691,2765,Гиляй,3,1371278613.0,2010-08-02 13:41:18
2766,Тверская 5К6,64,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.758053,37.612286,2767,Ла Кантина,3,1433019865.0,2010-08-02 13:41:18
2767,Космодамианская наб. 52К5,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.733026,37.643709,2768,The Place,3,1481625531.0,2010-08-02 13:41:18
2769,Самокатная 2,73,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.758706,37.677337,2770,Самокат,3,1487625461.0,2010-08-02 13:41:18
2770,Василия Петушкова 13,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.839825,37.40946,2771,Сарай,3,,2010-08-02 13:41:18
2776,Бакунинская 70,5,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.778137,37.690848,2777,Хижина,3,1457187745.0,2010-08-02 13:41:18
2777,Долгоруковская 31К32,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.777418,37.601893,2778,Хиро,3,1333444330.0,2010-08-02 13:41:18
2778,Братиславская 22,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.655265,37.762066,2779,Хмель,3,1448819121.0,2010-08-02 13:41:18
2779,Остоженка 32,25,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.739757,37.595721,2780,Тифлис,3,1485890628.0,2010-08-02 13:41:18
2780,Петровка 15К1,24,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.76407,37.616769,2781,Nespresso,3,1461302440.0,2010-08-02 13:41:18
2781,Ленинский просп. 2К1,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.729635,37.61111,2782,Котто,3,1350759651.0,2010-08-02 13:41:18
2784,Люблинская 163К1,13,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.6521,37.745776,2785,Кружка,3,1463931130.0,2010-08-02 13:41:18
2785,Краснопрудная К1,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.776517,37.661478,2786,У-2,3,1336566345.0,2010-08-02 13:41:18
2786,Красная Пресня 23К1,14,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.761715,37.566701,2787,Bellezza,3,1351325719.0,2010-08-02 13:41:18
2787,Красина 7,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.76722,37.587964,2788,Пурбуар,3,1330463271.0,2010-08-02 13:41:18
2788,Б.Молчановка 30К1,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.753494,37.58915,2789,Делла Балле,3,,2010-08-02 13:41:18
2791,Маршала Бирюзова 32,32,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.799881,37.482848,2792,Колбасофф,3,1477077176.0,2010-08-02 13:41:18
2800,Старая Басманная 38К2,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.769188,37.669578,2801,Дублин,3,1420990597.0,2010-08-02 13:41:18
2801,Сретенка 27К29,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.771297,37.632134,2802,Вереск,3,1389299754.0,2010-08-02 13:41:18
2802,Селезневская 28,10,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.780441,37.608095,2803,Удонъясан,3,1429543670.0,2010-08-02 13:41:18
2804,Академика Пилюгина 10,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.668924,37.539855,2805,Осьминожка,3,1353823482.0,2010-08-02 13:41:18
2805,Жулебинский б-р 5,8,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.698914,37.843881,2806,Геометрия вкуса,3,1476694446.0,2010-08-02 13:41:18
2806,Комсомольская пл. 6К1,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.775879,37.660386,2807,Глобус,3,1373102255.0,2010-08-02 13:41:18
2810,Таганская пл. 86К1,60,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.741105,37.652571,2811,Стой!ка,3,1487796926.0,2010-08-02 13:41:18
2811,Петрозаводская 24б,29,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.867066,37.493758,2812,Японский дворик,3,1448090416.0,2010-08-02 13:41:18
2812,Липецкая 7а,10,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.583601,37.682844,2813,Абриколь,3,1456806963.0,2010-08-02 13:41:18
2813,Каширское ш. 53К1,7,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.639075,37.691405,2814,Грани,3,1386441243.0,2010-08-02 13:41:18
2814,Ленинградское ш. 64,5,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.845218,37.478064,2815,Кувшин,3,1398818202.0,2010-08-02 13:41:18
2815,Сиреневый б-р 32,18,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.802513,37.803892,2816,Допинг,3,1479052551.0,2010-08-02 13:41:18
2816,Б.Черкасский пер. 17,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.756214,37.627513,2817,Царевич,3,1316423790.0,2010-08-02 13:41:18
2817,Маршала Василевского 17,12,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.808781,37.461772,2818,Стрелок,3,1452119023.0,2010-08-02 13:41:18
2818,Б.Дровяной пер. 7К1,7,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.744637,37.657395,2819,Casa del Vino,3,1453746695.0,2010-08-02 13:41:18
2822,ул. 1905 года 2,589,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.755363,37.560076,2823,Манон,3,1481976662.0,2010-08-02 13:41:18
2823,Трехпрудный пер. 10К2,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.765427,37.597536,2824,Рюмка,3,1327955118.0,2010-08-02 13:41:18
2824,ул. 1905 года ,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.763684,37.560803,2825,Шато,3,1440405906.0,2010-08-02 13:41:18
2825,Н.Арбат 28,21,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.752891,37.584955,2826,Кишмиш,3,1427122937.0,2010-08-02 13:41:18
2826,Тверской б-р 10,1,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.758924,37.600361,2827,ТАСС-клуб,3,1369053018.0,2010-08-02 13:41:18
2827,Н.Арбат 24К2,31,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.753093,37.587596,2828,Molly Gwynn`s,3,1476586477.0,2010-08-02 13:41:18
2828,Мясницкая 37К3,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.766997,37.640713,2829,Аристократ,3,1378042434.0,2010-08-02 13:41:18
2829,Пятницкая 56,4,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.733645,37.627342,2830,Сю Си Пуси,3,1390472672.0,2010-08-02 13:41:18
2830,Комсомольский просп. 21К10,45,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.728276,37.584478,2831,Бавариус,3,1485628265.0,2010-08-02 13:41:18
2831,Земляной Вал 44К1,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.753843,37.65602,2832,Канпай,3,1353345396.0,2010-08-02 13:41:18
2832,Лужнецкая наб. 24К5,8,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.712589,37.566449,2833,Сушишеф,3,1450543362.0,2010-08-02 13:41:18
2834,Крылатские Холмы 7К2,6,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.748701,37.422911,2835,Гамбас,3,1341487849.0,2010-08-02 13:41:18
2836,Аргуновская 2К1,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.813779,37.621318,2837,N-X,3,1433532131.0,2010-08-02 13:41:18
2837,Б.Никитская 12,2,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.756518,37.606501,2838,Элите,3,1367907871.0,2010-08-02 13:41:18
2838,Череповецкая 12,3,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.897821,37.572468,2839,Селигер,3,1375622905.0,2010-08-02 13:41:18
2839,Б. 27 ,0,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.747361,37.645527,2840,Желтое море,3,,2010-08-02 13:41:18
2840,71-й км МКАД ,11,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.858756,37.397418,2841,Санта Моника,3,1438950640.0,2010-08-02 13:41:18
2841,Летниковская 10К2,23,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.725625,37.643296,2842,Relax,3,1451026393.0,2010-08-02 13:41:18
2846,Воронцовская 50,5,1,1,1280742078,https://vk.com/images/places/restaraunt.png,55.731972,37.666081,2847,Пельмешка,3,1488899947.0,2010-08-02 13:41:18
