,address,checkins,city,country,created,icon,latitude,longitude,pid,title,type,updated,data_time
1581,Б.Грузинская 52,6,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.769297,37.581487,1582,Эйфория,3,1439739217.0,2010-08-02 13:40:23
1582,Садовническая 9К1,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.747627,37.628864,1583,Пельмешка,3,1354612192.0,2010-08-02 13:40:23
1586,Смоленский б-р 3К5,2,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.739645,37.583886,1587,Великий султан,3,1354291805.0,2010-08-02 13:40:23
1592,М.Гнездниковский пер. 7К1,2,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.762348,37.605418,1593,Дель Мар,3,1370758385.0,2010-08-02 13:40:23
1593,Новинский б-р 31,5,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.757759,37.582601,1594,Doucet X.O.,3,1374672158.0,2010-08-02 13:40:23
1594,Никитский б-р 25,5,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.756903,37.598097,1595,Антрекот,3,1399227988.0,2010-08-02 13:40:23
1604,Б.Спасская 29,18,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.776391,37.643659,1605,Апрель,3,1483033910.0,2010-08-02 13:40:23
1606,Красностуденческий пр. 2,2,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.82579,37.567482,1607,Ell,3,1432067368.0,2010-08-02 13:40:23
1607,Хорошевское ш. 25К1,110,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.777094,37.527004,1608,Тайский слон,3,1465139030.0,2010-08-02 13:40:23
1608,Славянская пл. 2,51,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.75357,37.635098,1609,Prado Cafe,3,1468270533.0,2010-08-02 13:40:23
1609,Б. 1/3 ,3,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.747414,37.645205,1610,Ля Гурме,3,1393174749.0,2010-08-02 13:40:23
1617,Открытое ш. 5К14,15,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.81473,37.731847,1618,Городок,3,1404391527.0,2010-08-02 13:40:23
1618,Б.Филевская 35,6,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.743026,37.481496,1619,Витязь,3,1406221752.0,2010-08-02 13:40:23
1619,Конюшковская 32,23,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.759724,37.578846,1620,Простые вещи,3,1431263808.0,2010-08-02 13:40:23
1627,Кировоградская 14,4,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.622629,37.605966,1628,Ростик`с,3,1438086695.0,2010-08-02 13:40:23
1628,Первомайская ул. 94К1,11,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.79309,37.808725,1629,Великий султан на Первомайской,3,1378578974.0,2010-08-02 13:40:23
1629,Таганская 1К2,45,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.741571,37.656478,1630,Планета суши,3,1482429480.0,2010-08-02 13:40:23
1630,Новодевичий пр. 4,42,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.728986,37.55867,1631,У Пиросмани,3,1486406740.0,2010-08-02 13:40:23
1631,Профсоюзная 12,25,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.685437,37.570123,1632,Крепери де Пари,3,1483034816.0,2010-08-02 13:40:23
1632,Рождественка 6К9,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.760859,37.623834,1633,Пиццерия,3,1297347175.0,2010-08-02 13:40:23
1633,Театральный пр. 3К3,29,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.759993,37.622603,1634,Серебряный век,3,1488063354.0,2010-08-02 13:40:23
1635,Ветошный пер 5К4,3,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.755753,37.620824,1636,Пирушка,3,1373845532.0,2010-08-02 13:40:23
1639,Миклухо-Маклая 18К1,3,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.645649,37.517931,1640,Страна восходящего солнца,3,1488022394.0,2010-08-02 13:40:23
1650,Баррикадная 2,2,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.759567,37.583068,1651,У Швейка,3,1348012397.0,2010-08-02 13:40:23
1652,С.Басманная 34,17,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.768841,37.668678,1653,На Басманной,3,1486760436.0,2010-08-02 13:40:23
1653,Комсомольский просп. 2,22,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.731947,37.590874,1654,Парк,3,1477062623.0,2010-08-02 13:40:23
1654,Боровское ш. 38,64,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.638358,37.351563,1655,McDonald`s,3,1484895357.0,2010-08-02 13:40:23
1656,Таганская пл. 1,1,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.740421,37.65417,1657,Меленка,3,1349986749.0,2010-08-02 13:40:23
1657,Садовая-Самотечная 3,18,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.774087,37.614347,1658,Settebello,3,1450428427.0,2010-08-02 13:40:23
1658,Мичуринский просп. 9К1,18,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.70073,37.506235,1659,Nota bene,3,1385236569.0,2010-08-02 13:40:23
1659,Севастопольский просп. 28К2,15,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.665553,37.57925,1660,Мармарис,3,1481021347.0,2010-08-02 13:40:23
1662,Садовая-Триумфальная 4К10,78,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.770395,37.599238,1663,Эль Гаучо,3,1476039695.0,2010-08-02 13:40:23
1667,Рязанский просп. 8а,1,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.725549,37.755015,1668,Империал,3,1367242446.0,2010-08-02 13:40:23
1669,Б.Якиманка 22,1,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.738272,37.614653,1670,Чай-н-арт,3,1353047069.0,2010-08-02 13:40:23
1673,Коммунистическая 1,1,312,1,1280742023,https://vk.com/images/places/restaraunt.png,55.890381,37.742959,1674,Saltenas,3,1355985972.0,2010-08-02 13:40:23
1676,Новослободская 23,4,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.781474,37.598366,1677,Cote Azur,3,1443812405.0,2010-08-02 13:40:23
1677,1-я Останкинская 33К3,11,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.824127,37.626268,1678,Паша,3,1395494784.0,2010-08-02 13:40:23
1680,ш. Энтузиастов 4,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.747323,37.698196,1681,Риф,3,1349799065.0,2010-08-02 13:40:23
1681,Воронцово поле 3,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.753261,37.649139,1682,Ревонтули,3,1351963548.0,2010-08-02 13:40:23
1683,Лесная 1К2,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.777317,37.586113,1684,Каф-Рам,3,1332472422.0,2010-08-02 13:40:23
1684,Нижегородская 29,3,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.733802,37.711563,1685,Gnezdo,3,1340534723.0,2010-08-02 13:40:23
1687,Волгоградский пр. 125,14,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.705549,37.768678,1688,Виталита,3,1481902369.0,2010-08-02 13:40:23
1689,Нижегородская 8,9,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.73813,37.678972,1690,Хмельная,3,1351971419.0,2010-08-02 13:40:23
1691,Тимирязевская 10К12,13,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.812211,37.568021,1692,Брюссель,3,1488144663.0,2010-08-02 13:40:23
1692,Б.Садовая 3,19,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.767129,37.591728,1693,Феличита,3,1435677415.0,2010-08-02 13:40:23
1693,Шмитовский пр. 10,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.759167,37.552687,1694,Финикия,3,1305699461.0,2010-08-02 13:40:23
1694,Кузнецкий мост 11,109,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.762221,37.621893,1695,Джаганнат,3,1486653819.0,2010-08-02 13:40:23
1696,Покровка 50К2,13,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.763604,37.655966,1697,Country Bar,3,1463079755.0,2010-08-02 13:40:23
1697,просп. Мира 120,77,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.811786,37.639303,1698,Тануки,3,1484918769.0,2010-08-02 13:40:23
1700,Флотская 74,6,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.858433,37.514787,1701,Le hooka,3,1412686401.0,2010-08-02 13:40:23
1705,Щипок 14,1,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.72525,37.632116,1706,Авантаж,3,1384498608.0,2010-08-02 13:40:23
1721,аллея 11,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.794275,37.556685,1722,Катана,3,1342386500.0,2010-08-02 13:40:23
1723,Ярцевская 19,5,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.738333,37.410636,1724,Ростик`с,3,1432996684.0,2010-08-02 13:40:23
1724,просп. Мира 92К3,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.793197,37.635781,1725,Ростик`с,3,1341551305.0,2010-08-02 13:40:23
1726,Солянский туп. 1К4,91,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.753625,37.636078,1727,Люди как люди,3,1480117550.0,2010-08-02 13:40:23
1729,Амурская 12а,6,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.808452,37.763746,1730,Лунсар,3,1461432604.0,2010-08-02 13:40:23
1731,Коровинское ш. 10,2,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.870779,37.535628,1732,Оазис,3,1486451853.0,2010-08-02 13:40:23
1736,1-й Балтийский пер. 3К25,11,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.81042,37.518758,1737,Хуан Хэ,3,1476202610.0,2010-08-02 13:40:23
1737,просп. Академика Сахарова ,19,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.769145,37.642033,1738,Бакинский дворик,3,1488106821.0,2010-08-02 13:40:23
1740,Лескова 6,32,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.89772,37.593165,1741,Нэцкэ,3,1487015122.0,2010-08-02 13:40:23
1747,Кутузовский просп. 29,10,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.743137,37.544198,1748,Cafe Roset,3,1467679836.0,2010-08-02 13:40:23
1750,Маршала Василевского 17,47,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.808781,37.461822,1751,Пражечка,3,1489001658.0,2010-08-02 13:40:23
1751,Б.Грузинская 61а,33,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.772208,37.584416,1752,Ботаника,3,1478261512.0,2010-08-02 13:40:23
1752,Перовская 61К2,1,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.745889,37.796427,1753,Розовый фламинго,3,1481452479.0,2010-08-02 13:40:23
1753,Ленинский просп. 146,3,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.657484,37.497701,1754,Родник у камина,3,1368127008.0,2010-08-02 13:40:23
1755,Бережковская наб. 8,8,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.739463,37.56627,1756,Роял-Викин,3,1368289268.0,2010-08-02 13:40:23
1756,Садовая-Черногрязская 3б,2,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.767489,37.653253,1757,Розовый фламинго,3,1380308462.0,2010-08-02 13:40:23
1757,Театральная пл. 5К2,104,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.756771,37.62051,1758,Бургомистр,3,1487186355.0,2010-08-02 13:40:23
1759,Б.Никитская 55,7,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.75822,37.586868,1760,Старый фаэтон,3,1460933019.0,2010-08-02 13:40:23
1761,Долгоруковская 7,4,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.773925,37.603361,1762,Мокка,3,1386129081.0,2010-08-02 13:40:23
1766,Б. 13 ,6,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.747414,37.645205,1767,Этаж,3,1369305226.0,2010-08-02 13:40:23
1769,Маршала Катукова 20,67,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.806494,37.407564,1770,Темпл бар,3,1488557649.0,2010-08-02 13:40:23
1786,Октябрьская 5,12,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.785549,37.613593,1787,Ecle,3,1479578997.0,2010-08-02 13:40:23
1789,Н.Арбат 21,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.751943,37.585107,1790,Кофе+Бюро,3,1331937674.0,2010-08-02 13:40:23
1792,Усачева 62,19,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.724814,37.562533,1793,Старая мансарда,3,1488721761.0,2010-08-02 13:40:23
1795,Бакунинская 26К1,11,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.774593,37.684987,1796,Виаджио Венеция,3,1450895518.0,2010-08-02 13:40:23
1796,Сокольнический Вал 1,38,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.798996,37.674714,1797,Соколиная охота,3,1481226260.0,2010-08-02 13:40:23
1797,Академика Королева 3,6,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.820865,37.632736,1798,Ганеша,3,1464598308.0,2010-08-02 13:40:23
1798,Щелковское ш. 89К2,5,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.812646,37.821481,1799,Вахтангури,3,1415039680.0,2010-08-02 13:40:23
1799,Пятницкая 66К2,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.732484,37.626902,1800,Медитеранео,3,,2010-08-02 13:40:23
1800,Литовский б-р 22К3,12,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.611933,37.537595,1801,Глобус,3,1391870799.0,2010-08-02 13:40:23
1803,1-й Кожевнический пер. 10,11,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.725853,37.647917,1804,Свой круг,3,1477731383.0,2010-08-02 13:40:23
1811,М.Пироговская 16,8,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.728332,37.56662,1812,Штолле,3,1421417380.0,2010-08-02 13:40:23
1813,Цветной б-р 13К1,32,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.770406,37.619971,1814,Шоколадница,3,1480845038.0,2010-08-02 13:40:23
1814,Косыгина 5,1,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.706619,37.571866,1815,Сагами,3,1335148990.0,2010-08-02 13:40:23
1816,Ленинградское ш. К3,10,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.808852,37.503873,1817,Il Patio,3,1422315245.0,2010-08-02 13:40:23
1817,Осенний б-р 7К1,15,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.757769,37.406887,1818,Il Patio,3,1424956279.0,2010-08-02 13:40:23
1820,Н.Радищевская 5,71,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.742068,37.653196,1821,Кофе Хауз,3,1486708455.0,2010-08-02 13:40:23
1821,1-ая Тверская-Ямская 8,41,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.771859,37.593426,1822,Кофе Хауз,3,1475160193.0,2010-08-02 13:40:23
1822,Профсоюзная 33К1,66,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.672321,37.557929,1823,Якитория,3,1484074432.0,2010-08-02 13:40:23
1823,пр. Дежнева 13,72,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.870662,37.641239,1824,Якитория,3,1483303129.0,2010-08-02 13:40:23
1824,Косыгина 15,2,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.705468,37.564352,1825,Силла,3,1356872065.0,2010-08-02 13:40:23
1825,Неглинная 16,1,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.765022,37.620438,1826,Орга,3,1327704344.0,2010-08-02 13:40:23
1826,Ленинский просп. 158,2,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.651445,37.482543,1827,Сайзен,3,1370973860.0,2010-08-02 13:40:23
1827,Покровка 19,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.759821,37.646315,1828,Шангшунг,3,1344029988.0,2010-08-02 13:40:23
1830,3-й Михалковский пер. 15,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.835609,37.526393,1831,Урарту,3,1351539061.0,2010-08-02 13:40:23
1831,М.Тульская 6а,2,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.708957,37.618075,1832,У Николаича,3,1373222732.0,2010-08-02 13:40:23
1833,Измайловское ш. 71а,1,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.789512,37.752544,1834,У Дана,3,1348320954.0,2010-08-02 13:40:23
1834,Новоясеневский просп. 8К1,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.611923,37.510781,1835,Люмос,3,1348230597.0,2010-08-02 13:40:23
1835,Преображенская 7,4,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.795459,37.709147,1836,Паша кебаб,3,1401124286.0,2010-08-02 13:40:23
1836,Правобережная 1,2,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.88098,37.451833,1837,Теремок,3,1351275649.0,2010-08-02 13:40:23
1837,Манежная пл. 1,1,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.753448,37.612358,1838,Теремок,3,1344401272.0,2010-08-02 13:40:23
1838,просп. 60-летия Октября 9К2,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.69868,37.580202,1839,Кицунэ,3,1344583160.0,2010-08-02 13:40:23
1839,Солдатская 17,3,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.764166,37.706362,1840,Стаффка,3,1349279107.0,2010-08-02 13:40:23
1840,Ленинградское ш. 8К2,6,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.816885,37.501088,1841,Зелень,3,1383371728.0,2010-08-02 13:40:23
1844,Садовая-Кудринская 2К62,50,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.758944,37.585215,1845,Дуэты,3,1478942813.0,2010-08-02 13:40:23
1848,Репина 6,23,155,1,1280742023,https://vk.com/images/places/restaraunt.png,55.901243,37.423393,1849,Репин,3,1481646258.0,2010-08-02 13:40:23
1852,Варшавское ш. 83К1,16,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.65596,37.621184,1853,Кружка,3,1482074901.0,2010-08-02 13:40:23
1853,Северный б-р 7,6,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.867415,37.604861,1854,ТТ,3,1385338007.0,2010-08-02 13:40:23
1854,Новочеремушкинская 19,10,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.683077,37.581469,1855,East Side,3,1398795172.0,2010-08-02 13:40:23
1855,Б.Дмитровка 32К1,56,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.765448,37.611002,1856,Menza,3,1485535956.0,2010-08-02 13:40:23
1857,1-й Тверской-Ямской пер. 18К3,188,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.773413,37.599417,1858,Cafe Emporio,3,1488792595.0,2010-08-02 13:40:23
1861,Тверская 3,2,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.757273,37.612883,1862,Jeroboam,3,1348299275.0,2010-08-02 13:40:23
1872,Ленинский просп. 11,44,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.723166,37.603995,1873,Porto Maltese,3,1482789924.0,2010-08-02 13:40:23
1873,Красная сосна 2а,62,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.85103,37.679026,1874,Нияма,3,1488992953.0,2010-08-02 13:40:23
1874,Поварская 50,9,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.755424,37.591404,1875,Центральный дом литератора,3,1485709393.0,2010-08-02 13:40:23
1876,8-я ул. Текстильщиков 11К1,8,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.703576,37.743489,1877,Тайм-аут,3,1476826288.0,2010-08-02 13:40:23
1878,Н.Арбат 15К1,17,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.751959,37.59295,1879,Ом-кафе,3,1437830737.0,2010-08-02 13:40:23
1880,Садовая-Самотечная 20,29,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.773216,37.619441,1881,Mi Piace,3,1449937013.0,2010-08-02 13:40:23
1882,Ленинский просп. 37,30,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.710743,37.586307,1883,Буйабес,3,1488558757.0,2010-08-02 13:40:23
1883,Олимпийский просп. 7,1,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.786976,37.621287,1884,Банкет & Фуршет,3,1320254399.0,2010-08-02 13:40:23
1888,Сущевский вал 9К1,176,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.792822,37.5933,1889,Золотая вобла,3,1488732373.0,2010-08-02 13:40:23
1889,Зубовский б-р 29,2,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.737071,37.58782,1890,Династия,3,1376597347.0,2010-08-02 13:40:23
1893,Вавилова 24К1,3,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.701623,37.576169,1894,Шоколадница,3,1469862188.0,2010-08-02 13:40:23
1894,просп. Мира 97,84,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.809398,37.636406,1895,Шоколадница,3,1488355448.0,2010-08-02 13:40:23
1898,Сретенка 11,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.768319,37.631523,1899,Ayinger,3,,2010-08-02 13:40:23
1899,Арбат 2К1,90,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.752349,37.59931,1900,Прага,3,1474545040.0,2010-08-02 13:40:23
1900,Тверской б-р 22,5,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.761462,37.603702,1901,Джонка,3,1350125588.0,2010-08-02 13:40:23
1901,Б.Златоустинский пер. 1К1,1,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.759866,37.631703,1902,Spago,3,1343390936.0,2010-08-02 13:40:23
1902,просп. Андропова 35К4,7,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.673509,37.66477,1903,Пирамида,3,1476125633.0,2010-08-02 13:40:23
1903,Академика Волгина 2а,4,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.656869,37.523627,1904,Городок,3,1411495092.0,2010-08-02 13:40:23
1904,Люблинская 153,1,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.658977,37.742138,1905,Теремок,3,1308493069.0,2010-08-02 13:40:23
1905,Комсомольская пл. 6,1,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.775879,37.660386,1906,Теремок,3,1487860470.0,2010-08-02 13:40:23
1916,Смоленский б-р 15,59,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.741865,37.583059,1917,Джу-Джу,3,1432316593.0,2010-08-02 13:40:23
1919,просп. Мира 12К1,51,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.774456,37.632867,1920,Дайкон,3,1428669566.0,2010-08-02 13:40:23
1921,Георгиевский пер. 3К3,3,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.759517,37.615345,1922,Булка,3,1333029331.0,2010-08-02 13:40:23
1922,М.Грузинская 23,3,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.766091,37.571848,1923,Аджанта,3,1396125369.0,2010-08-02 13:40:23
1924,Б.Кондратьевский пер. 7,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.773672,37.580553,1925,TimeOnline,3,,2010-08-02 13:40:23
1925,Манежная пл. 1К2,10,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.755783,37.614703,1926,TimeOnline,3,1350788056.0,2010-08-02 13:40:23
1930,Ленинский просп. 87К89,98,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.679489,37.535031,1931,Наполеон,3,1480719483.0,2010-08-02 13:40:23
1932,Лестева 19К2,13,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.713598,37.609155,1933,Матэ,3,1479485532.0,2010-08-02 13:40:23
1936,Нахимовский просп. 45К1,72,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.674874,37.569,1937,Il Pittore,3,1484689244.0,2010-08-02 13:40:23
1939,просп. Мира 56,1,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.784562,37.635458,1940,Хэпин,3,1346468064.0,2010-08-02 13:40:23
1940,Профсоюзная 109К2,13,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.633251,37.520402,1941,Черная каракатица,3,1442058834.0,2010-08-02 13:40:23
1943,Зацепский вал 6К1,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.732894,37.639469,1944,Штольня,3,1344538544.0,2010-08-02 13:40:23
1944,С.Басманная 38К2,3,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.769231,37.669653,1945,Елки-палки,3,1429637567.0,2010-08-02 13:40:23
1945,Карамышевская наб. 58,8,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.774856,37.460511,1946,Духан Шаво,3,1466076762.0,2010-08-02 13:40:23
1946,Сокольническая пл. 9,31,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.790367,37.679799,1947,Дюплекс,3,1483467361.0,2010-08-02 13:40:23
1957,Комсомольский просп. 5К2,28,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.732124,37.592788,1958,Сейджи,3,1483518005.0,2010-08-02 13:40:23
1958,Сущевская 9К4,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.780502,37.601052,1959,Ландрин,3,,2010-08-02 13:40:23
1970,ул. 1905 года 10,7,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.768051,37.558787,1971,Ялла,3,1435738513.0,2010-08-02 13:40:23
1972,Новинский б-р 31,2,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.757794,37.582636,1973,Blue Elephant,3,1339274056.0,2010-08-02 13:40:23
1973,Панкратьевский пер. 2,12,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.771682,37.633257,1974,Дружба,3,1465979605.0,2010-08-02 13:40:23
1976,Балаклавский просп. 7,24,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.640772,37.603339,1977,Джорджия,3,1487867742.0,2010-08-02 13:40:23
1977,Чертановская 9а,8,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.628571,37.602984,1978,Джунгли,3,1451733252.0,2010-08-02 13:40:23
1978,Арбат 16,1,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.750494,37.594342,1979,Елки-палки Экспресс,3,1344175473.0,2010-08-02 13:40:23
1984,Тверская 14К1а,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.764298,37.606766,1985,Суши Хаус,3,1340140450.0,2010-08-02 13:40:23
1985,Холодильный пер. 3,7,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.708917,37.625451,1986,Гриль холл,3,1396629860.0,2010-08-02 13:40:23
1989,Ниж.Сусальный пер. 4,1,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.76169,37.662695,1990,Балтийский хлеб,3,1411483942.0,2010-08-02 13:40:23
1990,Багратионовский пр. 7,6,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.74225,37.501833,1991,Мистер Шлягер,3,1383487552.0,2010-08-02 13:40:23
1994,Митинская 55К1,5,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.854643,37.351222,1995,Киото,3,1411236047.0,2010-08-02 13:40:23
1996,С.Тишинский пер. 5К7,2,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.753578,37.609264,1997,Ля Веранда,3,1401905597.0,2010-08-02 13:40:23
2000,Жулебинский б-р 25,0,1,1,1280742023,https://vk.com/images/places/restaraunt.png,55.690324,37.852873,2001,Рамзай,3,1354003892.0,2010-08-02 13:40:23
